BEV_DICHTH,OPP_WATER,AF_TREINST,AF_OVERST,AF_ZWEMB,AF_BIBLIO,P_SOCMINH,AV3_ARTSPR,AV1_SUPERM,AF_DAGLMD,AF_ZIEK_I,AF_POP,AV1_KDV,AV1_ONDBAS,AANTAL_HH,P_EENP_HH,P_HH_Z_K,P_HH_M_K,GEM_HH_GR,P_WEST_AL,P_N_W_AL,P_MAROKKO,P_ANT_ARU,P_SURINAM,P_TURKIJE,rail,residentials,parcs,recreational,forest,motor,road,agric,industrie,monu_dens,houses_before45,houses60_81,houses45_60,houses_after91,dom45_60,dom60_70,dom80_85,dom1900,ratiofree,ratiorow,ratioindustrie,ratiomeeting,horeca,score
4992,0,1.8,4.4,1.4,0.8,9,8.1,2,0.3,6.3,4.1,1,2.3,430,41,35,24,1.9,24,4,0,0,0,1,865.8694591,0,34.00662951,1058.311849,138.8483635,5000,2102.440843,905.5694213,940.8844631,0,0.032520325,0.037940379,0.176151762,0.162601626,0.145308529,0.065520813,0.385149584,0.995723654,0.414634146,0.097560976,0.075880759,0.005420054,0.073368771,6
1347,0,2,4.5,1.9,1.5,9,6.7,1.5,0.8,6.8,4.3,0.9,1.4,235,28,43,29,2.1,17,3,0,0,0,1,1304.113768,0,211.5354753,1108.324839,51.56209042,5000,1638.45769,295.140795,1087.602238,0,0.018691589,0.299065421,0.177570093,0.056074766,0.236382588,0.07220075,0.79299879,0.990272313,0.76635514,0.028037383,0.186915888,0.018691589,0.008474013,8
4005,0,2,3.9,4.4,1,11,8.5,0.8,0.2,4.7,3.3,0.9,1.3,740,30,35,35,2.1,19,5,1,0,0,1,1417.532101,0,43.18697859,2474.49192,304.6075267,3764.220721,285.0234326,240.2146258,234.0772754,0.1,0.108433735,0.340361446,0.361445783,0.036144578,1.132136408,0.524366,0.241265128,1,0.659638554,0.021084337,0.078313253,0.012048193,0.007395076,7
2772,0,3,4.7,4.3,2,4,7.2,0,0.8,3.9,4.1,0.8,0.1,230,14,34,52,2.7,11,2,0,0,1,0,2306.008446,0,118.7610088,1696.51496,71.73790403,3556.78028,152.0110581,571.4531291,789.0707339,0,0.265306122,0,0,0.693877551,0.690046242,0.621719341,0.154231621,1.109225551,0.755102041,0.040816327,0.06122449,0,0.073025115,9
4603,0,2.4,5,1.1,1.1,9,7.6,1.1,0.6,6.1,4.7,1.6,1.3,1520,31,37,31,2.1,20,5,1,0,0,0,1206.15152,314.3447532,0,1939.338212,59.82597759,4874.722157,1009.293955,632.9691547,332.2051977,0,0,0,0,0,0.3686845,0.346171784,0.833263649,1,0.401129944,0.050847458,0.118644068,0.005649718,0.01780742,6
1061,2,0.9,2.7,3.3,1.4,4,11.1,2.7,0.7,5,2.5,0.1,1.4,335,32,36,33,2.1,19,2,0,0,0,0,331.3895865,0,198.1793282,604.2918172,279.3765584,672.5630409,552.200263,1448.430477,791.9336714,0.48,0.470812183,0.008883249,0,0.366751269,0.261603843,0.113113521,0.191853794,1,0.444444444,0.044444444,0.066666667,0.007407407,0.013124029,9
2755,0,0.9,3.4,3.4,0.7,8,8.6,4,0.3,5,3.1,0,2.2,1490,42,33,26,1.9,19,4,0,0,0,0,1351.301509,0,264.6338146,1741.318902,389.5199541,1681.374556,386.0824437,325.5613511,1459.685014,0,0.742647059,0.007352941,0.328431373,0.068627451,0.058960371,0.060863509,0.016503874,1,0.229032258,0.05483871,0.261290323,0.006451613,0.079957118,7
3280,0,1.4,3.5,3.8,0.6,6,8.8,3.5,0.7,4.7,3,0,1.5,470,33,46,21,2,20,3,0,0,0,1,1171.427447,0,0,334.2490389,316.8386298,1812.600669,689.872179,1218.12056,1227.637454,0,0.246511628,0.041860465,0.437209302,0.246511628,0.047275301,0.183290914,0.018275271,1,0.813471503,0.051813472,0.020725389,0.005181347,0.003389605,8
5541,0,2.1,4.1,4.6,1.1,6,7.1,0.2,0.5,4.9,3.5,0.9,1.3,835,20,36,44,2.4,18,4,0,0,0,0,1344.331091,0,0.813231031,0.813231031,259.7471486,1413.001898,359.8169546,966.1079179,1562.652861,0.01,0.114285714,0.26,0.611428571,0.014285714,0.695422587,0.621719341,0.581404102,1.109225551,0.505376344,0.072580645,0.067204301,0.008064516,0.014475175,7
1763,0,1.1,3.9,2.3,1.3,8,7.3,0.8,0.6,6,3.7,0.1,2.2,350,34,38,28,2.1,21,3,0,0,1,0,1465.283507,0,110.0909308,979.1440218,267.2907699,2222.202299,1194.180031,1073.11697,1012.628312,0,0.087431694,0.344262295,0.016393443,0.524590164,0.146513308,0.125174114,0.036164436,1,0.790190736,0.013623978,0.089918256,0,0.007457132,7
2725,0,0.7,3.2,2.7,1.5,8,8.8,2.9,0.5,5.7,2.9,0,2.2,500,47,31,23,1.9,19,4,0,0,0,1,1890.748376,0,123.3390144,659.5239081,62.40769534,1417.563974,1015.408381,700.2157727,1816.076756,0.01,0.075657895,0.582236842,0.006578947,0.25,0.242603415,0.036045169,0.095581427,1,0.471590909,0.102272727,0.028409091,0.011363636,0.13132683,7
4802,0,0.4,4,3,1.5,5,7.7,2.7,0.7,5.7,3.7,0,1.4,410,21,38,41,2.4,15,2,0,0,0,0,1092.007873,330.4023255,0,1389.973452,43.27123272,642.617552,729.6932207,169.6096599,357.1513952,0,1,0,0,0,0.044421541,0.010657714,0.336277199,0.987716041,0.603603604,0.06006006,0.09009009,0,0.025813665,7
4026,0,0.4,3.7,3.2,1.1,12,7.9,4,0.3,5.5,3.4,0,1.9,285,49,23,28,1.9,18,7,1,0,0,1,1735.902845,0,54.6683436,769.9295372,138.5517017,526.37145,215.8112156,656.547228,1316.451915,0,0.036437247,0.728744939,0.012145749,0,0.260290641,0.069156229,0.228841913,1,0.418118467,0.12195122,0.076655052,0.003484321,0.00610129,6
1295,0,1.6,3.6,2.7,2.2,14,6.7,0,1.1,6.2,3.4,0,0.4,790,30,35,34,2.2,18,5,1,0,0,0,2911.376152,3.768989367,11.16259361,1559.092596,0,661.4380359,1529.316878,61.3208692,1449.325268,0,0.672413793,0.172413793,0.034482759,0.103448276,0.281868634,0.335387208,0,1,0.573426573,0.118881119,0.090909091,0.006993007,0.031389825,6
4196,0,1.3,3.9,1.9,1.3,13,8,2,0.4,6.3,3.6,0.2,2.6,845,42,31,27,1.9,23,5,0,0,0,1,575.773809,0,128.589294,971.2880984,95.66177229,1400.139945,713.9485045,286.5492326,880.6042877,0,0.007866273,0.49754179,0.039331367,0.251720747,0.331218317,2.753672656,5.783122509,0.991328288,0.60199005,0.064676617,0.094527363,0.004975124,0.022667588,6
5010,0,2.5,6.2,0.9,0.9,6,7.4,1.9,0.4,6.4,5.9,0.1,1.7,1470,32,34,34,2.2,21,3,0,1,0,0,930.931338,0,146.8135097,291.9475189,248.154566,3271.720941,439.5159011,573.6325239,932.2132819,0.01,0.313609467,0.26035503,0.163708087,0.088757396,0.224743031,0.235321227,0.170414069,1,0.622807018,0.035087719,0.087719298,0,0.01789346,6
1272,0,2.5,6.9,1.6,0.5,10,6,1.9,0.3,6.5,6.7,0,1.4,1440,42,35,23,1.9,24,3,0,0,0,0,306.5937156,0,161.2651901,850.2179564,351.2082449,2945.813987,501.6030063,824.6847598,308.5424075,0.02,0.132075472,0.107816712,0.760107817,0,0.087656341,0.268186,0.056748634,0.992480981,0.302816901,0.098591549,0.066901408,0.01056338,0.090207277,6
461,0,1.9,6.8,1.7,1,6,6.4,1.1,0.4,5.9,6.5,0,0.6,430,28,37,35,2.2,19,1,0,0,1,0,244.7016152,0,265.4237257,1043.213337,396.3489567,1941.298027,980.5444585,869.4938688,872.100163,0.05,0.534574468,0.054521277,0.190159574,0.11037234,0.244621396,0.233121777,0.025883459,0.962264151,0.754716981,0.018867925,0.075471698,0,0.080382118,7
691,0,3.9,6.8,1.7,1.8,12,4.4,0,0.8,5.8,6.5,0,1.1,625,25,37,38,2.3,20,3,0,1,0,0,2436.433765,0,8.897208832,860.8003361,109.6419912,3247.415443,529.4561811,396.0962783,652.6940461,0,0.1015625,0.513020833,0.153645833,0.223958333,0.960074534,0.306500011,0.163131312,1,0.421686747,0.072289157,0.024096386,0,0.02640085,6
2885,0,14.1,14.1,7.2,1.5,4,1,0,0.3,14,15.9,0,1,525,29,33,39,2.3,14,1,0,0,0,0,145.7365089,0,33.2990876,3961.014726,89.66624682,1718.494978,2849.667788,2017.930926,176.1962869,0.05,0.134554421,0.093342726,0.02994012,0.518492427,0.048288389,0.093822272,0.251410086,0.989690722,0.432989691,0.041237113,0.020618557,0.030927835,0.00733302,7
2583,0,13.8,14,6,0.4,3,1,1,0.4,13.3,14.7,0.9,1,690,22,39,39,2.4,11,2,0,0,0,0,318.0478293,0,26.19255027,3101.98741,8.868013006,1319.367172,3441.607298,1196.445775,575.428938,0.01,0.065656566,0.04040404,0.005050505,0.888888889,0.043050771,0.171575824,0.054325835,1,0.888888889,0,0.12962963,0,0.106554031,7
2860,0,10,10,1.7,1.3,3,2.5,0,1.3,10.4,9.8,0.5,0.5,265,26,45,29,2.2,7,4,0,0,0,0,1345.148134,14.46225307,0,2383.673233,82.50339887,5000,1894.28464,187.74966,1265.542124,0.01,0.326530612,0.326530612,0.183673469,0.183673469,0.046958041,0.139087632,0.070974369,0.913457654,0.915254237,0.016949153,0.118644068,0,0.043702429,8
2383,1,8.7,8.7,1.1,0.6,5,2.3,1.6,0.5,9.2,8.5,0.2,0.2,1720,28,38,33,2.3,11,2,0,0,0,0,6045.816916,98.45988569,0,2082.863624,210.7116171,5000,4335.63552,6.036372127,2838.271327,0,0.346153846,0.115384615,0.153846154,0.346153846,0.03356774,0.242086204,0.156474105,0.995002046,0.409722222,0.159722222,0.0625,0.006944444,0.118904706,7
2183,1,12.5,12.5,2.6,2.5,5,2.8,1,0.5,9.3,12.3,1.3,0.8,1450,29,35,36,2.3,6,2,0,0,0,0,382.9597737,355.8374247,8.15737793,5000,32.68013853,370.4015416,2285.382696,476.5911571,201.832104,0.01,0.4,0.5,0,0.1,0.102092344,0.497028157,0.033416714,0.952631579,0.473684211,0.094736842,0.094736842,0.042105263,0.262042994,7
2061,2,8.3,12.4,5,0.7,4,1,0.9,0.6,9.1,12.2,0.3,0.3,1135,29,34,37,2.3,6,2,0,0,0,0,1789.602884,2.293531592,0,5000,114.4347505,961.375943,1435.409819,84.80522954,1024.033526,0.01,0.12195122,0.829268293,0,0.048780488,0.087979168,0.186443089,0.342411792,0.930201164,0.410852713,0.224806202,0.093023256,0.03875969,0.009548255,8
2417,0,11.7,11.7,1.1,1,4,2.9,2.6,0.5,11.9,11.5,0.9,0.5,2485,30,36,34,2.2,9,3,0,0,0,0,1797.346126,0,84.10896614,5000,126.9575364,2587.827849,2058.943119,100.8635559,1982.778338,0,0.135531136,0.230769231,0.142857143,0.102564103,0.527676906,0.02807953,0.018140822,0.989316749,0.212121212,0.077441077,0.033670034,0.013468013,0.044222861,7
1276,0,11.6,11.6,7.7,2.7,2,1,0,0.3,11.3,16.1,0,1,310,27,37,36,2.3,9,1,0,0,0,0,334.0562112,0,1.28206897,5000,268.3725848,1748.489151,1440.49743,525.9010965,603.7457215,0,0,0.751329787,0.074468085,0.150265957,0.253853004,0.134601103,0.175787712,1.341715324,0.763636364,0.054545455,0.127272727,0.036363636,0.008870334,8
2320,0,11.7,11.7,4,0.5,5,1,0,0.5,12.1,11.5,1,1,620,25,39,36,2.3,10,1,0,0,0,0,1954.374366,242.2225126,0,5000,93.98122041,305.8208017,1983.364807,748.793149,776.9035282,0,0,0,0,0,0.060877698,0.106058917,0.045339264,0.97400854,0.511111111,0.059259259,0.014814815,0,0.018939022,7
2436,0,8.1,8.1,9.9,0.4,4,0,1,0.4,7.7,15.5,1,1,425,22,35,43,2.5,7,2,0,0,0,0,2860.971222,0,122.7898196,5000,133.7934954,1399.787039,209.4920815,177.6818961,1966.460237,0.03,0.078313253,0.536144578,0.084337349,0.054216867,0.035052127,0.13454419,0.02211918,0.998035131,0.362745098,0.058823529,0.019607843,0,0.0052372,8
1782,0,9.6,9.6,4.1,0.6,6,1.6,1,0.5,10,9.4,1.9,1,880,26,40,34,2.3,10,2,0,0,0,0,941.953691,83.17226524,24.43821081,5000,74.58469537,1799.246908,2137.858762,0,1640.989214,0,0.285714286,0.285714286,0.428571429,0,0.037494621,0.179008379,0.045769356,0.995122257,0.66,0.02,0.16,0,0.030024591,7
66,4,9.7,9.7,4.6,1.7,10,1.4,0.1,1.4,10,9.5,0.1,0.1,175,29,30,41,2.4,13,28,0,0,0,0,351.9402226,0,69.88786879,5000,52.94805789,2091.45926,668.5081927,185.6632698,371.0470808,0,0.085714286,0.533333333,0.047619048,0.142857143,0.007494621,0.069008379,0.015769356,0.870122257,1,0,0,0,0.006745835,7
2190,0,9.9,9.9,8.2,0.3,4,0,0,2.7,9.6,13.7,1,1,270,23,36,41,2.4,7,3,1,0,0,0,736.0324321,750.9271146,270.7923059,5000,227.8890079,1092.31142,1253.848247,269.4152401,18.54593839,0,0,0,0,1,0.015689527,0.159333197,0.204080186,0.992805151,0.68,0.1,0.01,0.01,0,7
1882,0,9.1,9.1,2.8,1.7,5,2,0,0.4,9.5,8.9,0,1,375,26,31,43,2.4,9,2,0,0,0,0,4781.993313,0,0,5000,28.17558354,4709.899881,1074.641672,29.1782832,1208.63045,0.02,0.153846154,0.384615385,0.384615385,0.076923077,0.130046512,0.313273198,0.059997224,0.928089843,0.871794872,0.025641026,0.230769231,0,0.00612997,8
2181,0,5.7,5.7,3.8,0.6,4,2,1.5,0.6,6.2,5.5,1.7,0.9,1505,26,38,36,2.3,10,3,0,0,0,0,4876.177436,42.33012723,44.9608867,4681.172611,40.7224793,3838.487631,1201.033116,0,1476.790348,0.02,0,0,0,0,0.32718363,0.320352004,0.040359417,1.040833857,0.734939759,0.048192771,0.096385542,0,0.031356449,8
1307,5,12.3,14.8,4.9,0.5,5,1,2,0.3,11.6,14.5,1,1,1020,34,33,33,2.2,12,1,0,0,0,0,1286.17812,19.2260059,9.34950197,2277.821982,269.9772759,2152.486402,3490.302781,0,557.4156919,0.08,0.289473684,0.447368421,0.052631579,0.105263158,0.284255606,0.244452218,0.032117674,0.805328691,0.323943662,0.225352113,0.028169014,0.014084507,0.002033763,8
1594,2,6.4,6.4,6.9,0.7,6,1.3,0.7,0.5,6.7,5.9,0.9,0.9,1625,27,38,35,2.2,10,2,0,0,0,0,1180.71251,0,547.9222944,1653.414216,302.1615116,380.5505938,2676.363895,522.6921538,751.7517785,0,0.008695652,0.682608696,0.036956522,0.267391304,0.332581717,0.261836008,0.124385341,0.99321267,0.475113122,0.036199095,0.045248869,0.004524887,0.054950182,7
439,158,6.8,14.8,7.6,0.4,5,1,0,0.4,6.4,14.3,1,0,585,26,38,36,2.3,11,1,0,0,0,0,581.0310189,0,108.3924842,3285.191291,115.9973607,1147.165819,2886.824481,1580.526189,366.3876857,0,0,0.696601942,0.004854369,0.296116505,0.176216924,0.336689627,0.098494137,0.891388075,0.443349754,0.088669951,0.014778325,0,0.030678528,7
1746,109,5.6,10.7,5.3,1,7,2,1,0.7,4.9,10.2,1.4,2.5,2605,33,36,31,2.2,15,3,0,0,0,0,797.9907858,156.3563394,33.38777304,2863.492767,23.34171865,630.443901,2688.15571,1083.90097,0,0,0,0.72,0.12,0.16,0.394913774,1.447548209,0.023648668,0.997231874,0.162650602,0.25,0.018072289,0,0.05202365,7
1210,0,6.9,8.9,5.7,1.2,6,3,0.3,0.6,6.5,8.4,0.2,0.6,515,24,35,41,2.4,7,1,0,0,0,0,271.8025699,0,135.2862364,3772.219155,117.6981344,1530.328672,2796.697454,1919.604174,302.9456893,0,0.336992681,0.131403859,0.067864271,0.218230206,0.250686828,0.308483062,0.022872769,0.910208531,0.647619048,0.047619048,0.00952381,0,0.012011715,8
753,259,9.5,12.9,3.2,0.6,5,0.7,1,0.5,8.8,12.5,1,1,910,29,38,33,2.2,10,2,0,0,0,0,254.6039472,0,230.1253881,4426.32614,258.0448942,2136.646793,2893.128838,1582.494914,309.8959638,0,0.122907819,0.068448664,0.226330252,0.574069448,28.1825039,3.156252411,20.63116467,0.983263598,0.313807531,0.184100418,0.008368201,0.008368201,0.00615865,8
1139,33,10.2,10.2,0.7,0.9,3,2,0.8,0.6,10.6,9.9,1.3,0.6,1450,26,40,35,2.3,8,2,0,0,0,0,617.2343849,0,159.6189724,4822.239675,153.4868039,2482.554068,2500.603143,1223.345012,531.124966,0,0.185051778,0.364250338,0.070238631,0.313822602,0.198260538,0.2399937,1.161344975,0.967190488,0.344155844,0.220779221,0.012987013,0,0.001632747,8
240,81,8.2,8.2,2.2,2,5,2,0,0.5,8.7,8,0,1,760,24,41,35,2.3,7,3,0,0,0,0,973.4080812,0,81.19583729,5000,176.5354202,2258.169458,2339.319763,1177.300652,854.3829283,0,0.543832021,0.149606299,0.120734908,0.081889764,0.148489225,0.187114233,0.158628223,0.857962823,0.558441558,0.084415584,0.012987013,0.006493506,0,8
1760,9,1.6,2.6,2.2,0.7,14,8.5,0.6,0.3,4,2.2,0,0.4,970,46,25,28,1.9,15,12,3,0,0,1,9294.174517,675.7932773,0,5000,304.0504437,4982.369852,1039.202819,2.818907233,1068.29555,0,0,0,0,0,0.40480335,0.171671968,0.043288914,0.996701946,0.119834711,0.421487603,0.068181818,0.012396694,0.025995137,6
1793,0,1.9,2.2,1.7,0.7,8,16.1,1.9,0.4,2.3,3.6,4.5,2,3560,52,26,22,1.8,17,7,1,0,0,1,7025.288023,512.4590225,57.87049771,2021.541753,70.65001899,5000,1628.667694,0,855.7749003,0.16,1,0,0,0,48.46522049,75.57138791,0.858921522,0.971563981,0.196682464,0.28436019,0.009478673,0.007109005,0.057838643,7
1416,1,2.6,3.7,1.4,0.8,4,9,1,0.5,4.2,4,0.8,0.7,2795,31,33,35,2.2,12,5,0,0,0,0,7235.599994,100.085648,72.24648264,1257.861688,73.93827689,5000,4041.369156,34.29269709,1971.432165,0.02,0.3,0.2,0,0,0.034786238,0.035497214,0.035532792,1,0.360655738,0.098360656,0.06010929,0.010928962,0.040928688,7
4517,0,1.2,1.2,1.8,0.5,13,15.7,2.8,0.5,2.2,2.5,1,1.6,2485,64,22,14,1.6,21,13,2,1,0,2,2191.968593,0,103.9706414,5000,117.5948922,3374.340786,462.8807071,345.8511392,1183.010419,0.03,0.027624309,0.20441989,0.303867403,0.237569061,0.001884294,0.208704596,0.003436284,0.848805858,0.729746835,0.098101266,0.02278481,0.020886076,0.022481419,6
8996,0,0.8,0.9,2.6,0.7,13,17.1,2.8,0.3,1.4,2.5,0.1,1.3,1750,61,19,19,1.7,23,14,2,1,1,4,3311.245028,0,104.4191755,5000,175.9825801,3519.021922,237.32058,175.4503024,608.1817619,0,0.032467532,0.467532468,0.285714286,0.123376623,0.548435449,0.016802611,0.465991583,1.321837769,0.018333333,0.463333333,0.025,0.01,0.059313901,6
5099,3,1.8,1.8,1.1,1,19,14.5,2,0.2,2.6,2.9,2.2,2.2,3110,53,22,26,1.8,18,16,4,1,0,3,6211.591552,431.9866229,80.52816343,2271.783342,129.4409564,3973.311949,950.0380248,0,431.9866229,0,0,0.428571429,0.428571429,0,0.598529456,0.11144602,0.04673024,1,0.08625731,0.530701754,0.010233918,0.007309942,0.026119249,5
2489,0,1.2,2.7,1.5,1,16,10.2,1,0.4,3.9,2.4,0,1.1,1895,56,23,20,1.7,17,13,2,1,0,2,8300.486409,0,11.67890325,1286.856525,121.9336397,5000,3325.059451,93.11947685,1213.67748,0.01,0.058823529,0.394957983,0.075630252,0.327731092,0.264242639,0.039770386,0.05133058,1,0.22906793,0.192733017,0.033175355,0.017377567,0.009237974,4
878,2,2.2,2.2,3.8,1.8,13,15.4,3.4,0.2,1.1,1.1,2.2,2.7,275,65,23,12,1.6,24,7,2,1,0,0,8350.331279,11.71000219,51.03765996,1839.096017,83.41487715,5000,1973.052291,0,590.5910267,0.01,0.125,0.125,0.75,0,0.029265414,0.011090263,0.0208491,0.865517674,0.081466395,0.533604888,0.103869654,0.012219959,0.031074849,6
4257,0,4.6,4.6,6.1,0.5,14,7.1,2.1,0.4,2.7,3.4,0.4,2,2865,42,31,27,1.9,18,13,3,1,0,3,8494.960576,89.51408273,49.53742363,3486.550012,45.47271517,5000,845.0860423,0,873.3013434,0,0.166666667,0,0.5,0.333333333,1.355763257,107.9433313,0.581321346,1,0.856410256,0.030769231,0.143589744,0.020512821,0.010779985,4
1539,0,4.9,4.9,6.8,1.2,3,6.6,0.1,1.1,2.4,4.1,0.3,1.4,735,14,27,59,2.8,13,7,0,0,0,2,4779.022427,186.4043321,69.19249472,4451.168051,287.8356465,2225.529429,992.3880751,17.39960995,2498.430523,0,0,0,0,0,0,0.316545746,3.633762248,1,0.277108434,0.313253012,0.044176707,0,0.008316525,7
6185,0,4.7,4.7,6.6,0.6,10,7.7,1.2,0.5,2.1,3.9,0.4,2.7,3435,41,31,28,2,16,5,1,0,0,1,7420.163676,0,16.46677431,3480.965302,20.25371021,4540.930835,142.4717698,125.8613583,164.4293747,0,0.327868852,0.344262295,0.180327869,0.131147541,0.136923119,0.110935364,0.160129415,0.882185917,0.33256351,0.062355658,0.066974596,0.009237875,0.000954826,6
2965,112,2,3.2,4.9,1.7,9,7.8,0.7,0.7,1.5,4.5,1.6,1.5,2225,47,27,26,1.9,16,6,1,1,0,0,4876.628388,0,53.5385201,5000,76.9880683,1179.250979,3807.117972,201.5211634,4538.621429,0,0.032786885,0.352459016,0.147540984,0.426229508,0.065406096,0.279852488,0.096433609,0.889123324,0.309278351,0.216494845,0.182130584,0.006872852,0.024634598,6
3551,0,1.4,2.8,2.8,0.8,10,14.1,1.5,0.5,1.6,4.3,3.9,2.4,3930,44,29,27,1.9,17,7,1,0,0,1,4767.940682,1299.150852,77.2136687,5000,0,1971.508228,4308.132836,1022.694433,5000,0.03,0,0,0,0,0.050989851,1.134099179,0.902246965,0.967455621,0.100591716,0.25739645,0.041420118,0.020710059,0.009548255,6
4446,0,2.3,3.9,4.3,0.7,11,9.6,1.9,0.6,1.9,5.4,0.5,2.6,3075,41,27,31,2,17,9,1,1,1,1,3081.951279,222.6981853,0,5000,12.99951536,1479.04639,1260.331128,36.69351009,1368.209042,0,0,0,0,0,79.44859503,79.27881086,64.13014257,1,0.175548589,0.206896552,0.12539185,0.015673981,0.02402343,6
527,27,4.8,5.1,5.2,0.5,7,1,0,0.4,6.9,5.1,0,1,850,32,39,28,2,14,2,0,0,0,0,4128.942259,55.35919002,25.71366598,5000,232.3578958,1359.652998,3823.995754,29.61241522,461.5003027,0.12,0,0,1,0,0.539483235,0.326984054,0.04256208,0.921321731,0.221276596,0.157446809,0.008510638,0,0.03415887,6
342,31,3.9,7.3,6.4,3.3,5,0.7,0,2.9,8.8,7,0,0,445,31,37,32,2.2,9,1,0,0,0,0,8621.639608,0,7.904297243,5000,86.78115687,2247.630455,1894.68577,144.6010109,1744.838721,0,0.203883495,0.368932039,0.160194175,0.237864078,0.090371764,0.485650878,0.077631426,0.869329597,0.397959184,0.06122449,0.020408163,0.06122449,0.021345122,7
783,8,1.1,2.3,3.9,1.6,6,14.1,0.9,0.3,0.9,3.6,1.9,2.8,1200,55,23,22,1.8,17,12,0,1,1,0,667.0188718,395.7520291,0,5000,9.376082698,5000,2488.073706,103.0970838,1701.369708,0,0,0.909090909,0,0,0.003662365,0.021815164,0.01910315,0.999355365,0.155737705,0.139344262,0.016393443,0.016393443,0.052911723,7
6463,5,1.3,1.3,3.7,1.7,21,14.4,3.3,0.1,1.8,1.1,3,3.4,1590,79,17,4,1.3,34,9,1,1,0,1,7809.751871,681.561337,2.200639919,5000,46.56574875,5000,1519.215209,51.27259256,1855.591892,3.52,0.090909091,0.636363636,0,0.272727273,0.003042381,0.048618524,0.005112714,0.36091961,0.048563611,0.092339261,0.024623803,0.010943912,0.030396928,9
3408,6,1.8,1.8,4.1,2.1,13,12.5,2.5,0.1,1.9,1.5,2.3,2.5,1125,73,20,7,1.4,30,6,0,0,0,0,6403.966897,0,13.66512463,5000,24.26045987,5000,3115.566228,152.4741629,3052.500134,1.65,0,0.258064516,0.053763441,0.559139785,0.665870863,4.375584173,0.018902181,0.628192675,0.066048667,0.232039397,0.028968714,0.013904983,0.004650015,9
8829,0,2,2,4.2,2.1,13,14.6,3.8,0.2,1.2,1.5,2.8,3.2,1435,74,19,6,1.4,28,6,0,1,0,1,5761.81406,514.7916041,25.11879166,5000,279.9871568,5000,3925.177506,90.06056985,3713.281141,0.36,0.285714286,0.428571429,0.142857143,0.142857143,0.155764432,0.022809553,0.018548617,0.581426406,0.415156507,0.065897858,0.004942339,0.001647446,0.0175545,7
7938,0,1.7,1.7,3.7,1.9,16,15.1,3.5,0.1,1.4,0.9,2.4,2.9,2420,79,16,6,1.3,31,9,1,1,0,0,6555.735564,0,72.96074486,1309.060817,185.6270025,1147.4546,1414.07383,0,3061.017546,0.23,0,0,0,1,0.096080663,0.033059494,0.006915653,0.675811251,0.126812485,0.173998525,0.018432047,0.004915213,0.029107838,6
4827,0,4,4,5.9,0.8,19,10.9,1.4,0.4,1.7,3.2,1.1,1.9,1305,47,27,26,1.8,16,17,4,0,0,4,2198.043881,1211.86989,68.12058394,2231.41063,239.1284944,2980.540026,644.0288972,989.6518887,1777.88422,0,0,0,0,0,0.385708885,1.385004687,0,1,0.296943231,0.141921397,0.021834061,0.004366812,0.010813361,4
5932,0,3.8,3.8,5.3,0.4,18,11.3,2,0.3,1.9,2.6,1.6,1.3,1235,46,27,27,1.9,15,22,8,0,0,4,733.8739382,0,100.2063852,1545.910521,74.46943092,1005.629109,2159.609123,284.3436615,744.0858856,0,0.212765957,0.191489362,0.05775076,0.243161094,0.453511089,0.333656293,0.024613154,1,0.119205298,0.059602649,0.344370861,0.039735099,0.00610129,4
5657,0,3.2,3.2,4.7,1.1,19,11.2,1.5,0.3,1.8,2,1.7,1.2,1740,46,24,30,2,18,20,5,0,0,4,1517.290829,0,92.1600413,216.7501838,278.0296139,1540.253659,2295.137857,139.6200005,1351.606177,0,0.161172161,0.659340659,0.025641026,0.135531136,0.572775781,0.020467685,0.024613154,1,0.475336323,0.197309417,0.246636771,0.053811659,0.011333794,4
1176,0,4,4,5.4,1,6,8,1.9,0.6,2.7,2.7,0.8,1.7,855,40,33,27,2,14,5,0,0,0,2,309.4537951,0,61.26107058,5000,124.6824761,258.0085016,3716.624675,295.1644799,324.6625455,0.02,0.143884892,0.623501199,0.045563549,0.112709832,0.056973072,1.36181007,0.002518435,0.992957746,0.492957746,0.197183099,0.084507042,0,0.022452739,7
6261,0,2.9,2.9,4.7,1.2,11,14.1,4.1,0.4,0.8,2,1.3,2.2,3945,71,18,11,1.5,29,17,1,0,0,2,713.3879985,0,51.37743927,5000,358.546349,661.5351445,3517.837844,588.7636962,186.7238489,0,0.017977528,0.779775281,0.024719101,0.130337079,0.518844985,0.298447903,0.002935176,1,0.584158416,0.099009901,1.183168317,0.089108911,0.017955516,5
9271,0,2.7,2.7,4.7,1.8,19,14.6,3.3,0.3,0.6,2,0.9,2.4,3035,57,22,21,1.7,23,13,2,1,1,1,2013.450145,0,180.5796749,3013.57815,140.1401739,1754.455401,1537.682593,339.5349028,1856.535188,0,0.142105263,0.452631579,0.105263158,0.252631579,0.17827659,0.148477718,0.037213368,0.999558302,0.185528757,0.200371058,0.06864564,0.018552876,0.028153012,4
5282,0,3.9,3.9,5.7,1.2,4,11.6,2,0.4,1.4,3,1.5,2.6,1370,42,35,23,1.9,15,4,0,0,0,1,583.2085095,22.05331367,9.953089449,3360.012423,345.0252121,647.8326786,3176.611671,197.9301627,197.1097457,0,0,0.491935484,0,0.508064516,0.245437887,0.910664127,0.005533844,0.979184035,0.40247678,0.13003096,0.030959752,0.003095975,0.031232337,6
