,BU_NAAM,GM_NAAM,BEV_DICHTH,OPP_WATER,AV1_CAFE,AF_TREINST,AF_OVERST,AF_ZWEMB,AF_BIBLIO,P_SOCMINH,AV3_ARTSPR,AV1_SUPERM,AF_DAGLMD,AF_ZIEK_I,AF_POP,AV1_KDV,AV1_ONDBAS,AV1_RESTAU,AANTAL_HH,P_EENP_HH,P_HH_Z_K,P_HH_M_K,GEM_HH_GR,P_WEST_AL,P_N_W_AL,P_MAROKKO,P_ANT_ARU,P_SURINAM,P_TURKIJE,rail,residentials,parcs,recreational,forest,motor,road,water,agric,industrie,monu_dens,houses_before45,houses60_81,houses45_60,houses_after91,dom45_60,dom60_70,dom80_85,dom1900,ratiofree,ratiorow,ratioindustrie,ratiomeeting,score
168,Maasveld II,Venlo,4834,7,6,2.1,3.8,1.9,1,2,4.6,1.1,1,2.6,4,1.2,1.6,9.1,475,16,35,49,2.7,8,6,1,0,0,3,160.7291534,0,47.06141382,3766.388434,7.761567857,826.3296681,2534.399827,5000,226.2538457,20.18133325,0,0.089238845,0.645669291,0.05511811,0.073490814,0.010499097,0.001834229,0.003177301,1,0.269662921,0.247191011,0.033707865,0.011235955,9 Uitstekend
169,Lage Heide,Venlo,1565,0,6.3,1,4.9,1.6,1.4,11,4.2,0.3,0.4,3.7,5.1,0,0.1,0.1,755,34,32,33,2.2,16,18,12,0,0,2,205.69908,590.2200443,46.54529917,2426.860699,34.2867715,1266.65847,2157.171437,5000,39.8615572,17.19987387,0,1,0,0,0,0.524126231,0.175211374,0.329016763,1,0.225680934,0.159533074,0.019455253,0.015564202,5 Voldoende
171,Zaarderheiken,Venlo,23,3,0,5.8,8.4,6.6,5,-99999999,0.1,0,4.2,7.3,8.6,0,0,0,50,35,35,29,2.2,7,3,-99999999,-99999999,-99999999,-99999999,108.0395617,281.4506945,48.56549217,2766.103633,85.00639284,1193.829445,2256.911855,5000,84.9106184,0,0,0,0.666666667,0.333333333,0,0.310031195,0.510944351,0.053318017,1,1,0,0.5,0,7 Goed
172,Bosserhof,Venlo,3034,5,4.6,2.1,3.5,2,1.1,7,5,0.9,0.9,2.3,3.7,1.2,1.3,4.9,1670,29,35,36,2.3,12,13,6,0,1,4,220.5691379,194.236874,85.28186427,2262.606533,159.7586249,845.9593739,2581.978285,5000,467.5410382,0,0,0,0.044776119,0.111940299,0.843283582,0.145455409,0.053419597,0.010057587,0.999510679,0.077474892,0.103299857,0.078909613,0.014347202,6 Ruim voldoende
173,Tegelen-Centrum,Venlo,4517,0,10.1,1.3,4.2,1.1,0.7,8,4.2,2.6,0.2,3,4.4,2,2.4,10.8,1945,49,30,22,1.9,15,6,2,0,0,2,4305.592302,22.64705138,0,5000,217.1868031,5000,1383.283617,5000,274.1397797,1717.737309,0.01,0.350877193,0.298245614,0.169590643,0.122807018,0.208270218,0.125807116,0.211330823,1.000481693,0.366666667,0.15,0.072222222,0.016666667,6 Ruim voldoende
174,Brandemolen en Veld,Venlo,120,8,0.3,13.9,14.3,11.1,1,-99999999,1,0.2,1.5,11.6,13.3,0,0.6,1.3,75,14,42,44,2.7,19,0,-99999999,-99999999,-99999999,-99999999,431.7692233,0,12.29369491,2771.516228,79.08434749,875.3006408,2261.936078,5000,449.8236425,610.4630739,0,0.123966942,0.063360882,0.173553719,0.61707989,0.123867883,0.096669467,0.111199306,0.893807377,1,0,0,0.166666667,9 Uitstekend
175,Verspreide huizen arcen,Venlo,11,127,0.2,15.3,15.6,12.5,2.8,-99999999,0.4,0.1,3.1,13.4,14.6,0,0,0,45,37,43,20,2,23,3,-99999999,-99999999,-99999999,-99999999,1715.371747,0,7.299755119,2886.78484,36.10246155,3794.764859,3150.456225,5000,141.7874439,1473.232272,0,0.863636364,0.045454545,0,0,0.015561334,0.005561071,0.041939252,0.494112053,0,0,0,0,9 Uitstekend
176,Kern Belfeld,Venlo,2417,2,1.6,3.5,8.2,3.4,0.7,5,1.1,0.8,0.5,7,8.4,1,1,0.7,2075,26,36,38,2.3,11,6,3,0,0,1,1138.892005,0,15.3263366,2970.376884,322.447043,528.0377909,1692.162039,5000,333.9799179,468.1958347,0,0.211453744,0.299559471,0.356828194,0.035242291,0.980075362,0.84121846,0.853598627,0.995810056,0.142458101,0.078212291,0.016759777,0.005586592,6 Ruim voldoende
177,Gebied patersweg,Venlo,151,17,0.3,3,9,4.2,1.6,-99999999,1.5,0.2,1.3,7.8,9.2,0,0,0.3,55,40,40,20,1.9,23,1,-99999999,-99999999,-99999999,-99999999,4834.217144,67.35893366,43.16997834,3480.384548,212.7365485,4980.382253,2158.364616,5000,0,4385.552982,0,0.6,0.2,0,0.2,0.061897373,0.345349267,0.136356613,1,1,0,0,0,7 Goed
180,Kern Arcen,Venlo,1735,11,3.8,13.5,13.5,10.5,0.4,5,1,1,0.6,11.7,12.5,0.9,1,7.3,875,28,37,35,2.3,15,1,0,0,0,0,3161.5936,0,153.7207167,1569.769493,153.1756219,2066.536669,711.4675022,5000,217.5095621,2136.746603,0,0.101796407,0.592814371,0.071856287,0.125748503,0.179423439,0.227982598,0.111199306,0.961989195,0.585858586,0.111111111,0.005050505,0.085858586,7 Goed
181,Lingsfort,Venlo,174,0,0.7,14.2,14.2,11.2,2.4,-99999999,0.7,0.2,2.1,13,13.2,0.1,0,0.8,75,25,45,30,2.2,19,1,-99999999,-99999999,-99999999,-99999999,3527.052479,0,79.58991652,5000,111.5037334,5000,73.52744034,5000,488.227219,257.0336949,0,0.085106383,0.475177305,0.134751773,0.283687943,0.412208703,0.030899178,0.019792648,0.998624643,0.818181818,0,0,0,9 Uitstekend
182,Hasselt en Het Vorst,Venlo,73,32,0.6,6.2,6.2,3.5,1.3,6,2.9,0.2,1.3,7.3,5.2,0.2,0.2,0.9,110,22,35,43,2.4,9,2,-99999999,-99999999,-99999999,-99999999,2791.360105,0,131.0456586,5000,128.4159988,3664.706458,2407.341029,5000,135.6562481,1872.006307,0.02,0.147453083,0.469168901,0.115281501,0.214477212,0.136634267,0.327790278,7.858469716,0.976510067,0.486577181,0.053691275,0.006711409,0.046979866,7 Goed
183,De Krosselt,Venlo,535,0,0.1,4.4,4.4,1.7,2.2,-99999999,3.7,0,1.7,5.5,3.4,0,0,1,50,23,42,35,2.4,8,3,-99999999,-99999999,-99999999,-99999999,240.551909,58.11862646,2.979490467,2858.571876,129.9956431,537.7337855,4184.034679,5000,0,1292.405556,0,0,1,0,0,0.159206666,0.220305424,1.810345456,0.990466526,1,0,0,0.081081081,8 Zeer goed
184,Verspreide huizen Velden,Venlo,17,19,0.1,6.6,6.6,3.7,2.3,-99999999,1.8,0,2,7.9,5.8,0.5,0.2,0.3,70,24,36,40,2.4,15,4,-99999999,-99999999,-99999999,-99999999,256.0273785,0,83.59950654,2544.221513,144.3414043,1234.069959,282.4839504,5000,327.8575882,314.0575917,0,0.019047619,0.528571429,0.004761905,0.223809524,0.010682952,0.026164027,0.058184715,0.5,0,0,0,0,7 Goed
185,Kern Lomm,Venlo,1471,0,1.6,9.9,9.9,6.9,3.6,3,1,0,2.7,10.8,8.9,0,1,0,360,25,36,38,2.4,13,1,0,0,0,0,797.1792518,36.92469673,0,1466.030647,321.9737035,651.4848895,1888.219041,5000,17.94844444,1099.590434,0.01,0.3,0.4,0.1,0,0.092223207,0.19268405,0.024974971,0.990325011,0.393103448,0.255172414,0.006896552,0.055172414,7 Goed
186,Velden-West,Venlo,3630,0,2,6.2,6.2,3.3,0.5,5,3,1,0.4,7.2,5.1,1.5,0.9,2,765,34,38,28,2.1,14,2,0,0,0,0,2285.363807,0,14.85342708,2245.991529,15.356368,413.9594334,3876.439898,5000,43.12905991,1387.731992,0.02,0.183333333,0.583333333,0.166666667,0.066666667,0.114204801,0.074642349,0.025795798,0.974275689,0.399749373,0.100250627,0.005012531,0.037593985,7 Goed
187,Velden-Oost,Venlo,2557,0,1.7,6.1,6.1,3.2,1,4,3,0.9,0.6,7.2,5.2,1.9,0.9,1.8,915,24,32,44,2.5,10,2,0,0,0,0,5370.090585,102.9014377,12.9723465,1220.904038,247.0870452,4361.544222,569.5340798,5000,23.94005642,3537.593948,0,0.2,0,0,0.8,0.380105729,0.051921083,0.211788262,1,0.285046729,0.210280374,0,0.051401869,7 Goed
188,Hasselderheide,Venlo,1378,0,0.1,7.6,7.6,4.6,1.5,5,3,0,1.5,8.7,6.6,0,0,0,135,13,66,21,2.3,13,3,-99999999,-99999999,-99999999,-99999999,4881.977321,0,86.38238689,4926.802021,156.6284013,5000,80.9475268,5000,283.3395503,251.5221971,0,0.019047619,0.480952381,0.076190476,0.233333333,0.080888619,0.106733577,3.602073274,1,0.721153846,0.067307692,0,0.009615385,8 Zeer goed
189,Schandelo,Venlo,121,0,0,7.4,7.4,4.5,2.5,-99999999,1.9,0,2.3,8.7,6.6,0,0,0,95,23,35,42,2.6,9,2,-99999999,-99999999,-99999999,-99999999,5797.913878,0,36.82554826,2667.664645,163.5410192,4933.051266,2467.346935,5000,169.0930433,3478.047255,0,0.131067961,0.36407767,0.072815534,0.344660194,0.121794063,0.026164027,0.169295826,0.833333333,1,0,0,0.333333333,8 Zeer goed
190,Vossener-Noord,Venlo,7784,0,0.5,2.2,3.3,0.6,1.7,10,7,1,0.9,4.3,3.5,0.3,2.6,0.8,310,23,27,50,2.7,21,31,3,0,2,20,9680.731587,526.7656591,0,5000,304.6123294,5000,796.4078321,5000,7.673179491,3615.101659,0,0,0.666666667,0.333333333,0,0.060678576,0.006307582,0.153196581,1,0.247282609,0.258152174,0.032608696,0.016304348,5 Voldoende
191,Vossener-West,Venlo,4978,0,0,2.6,3.7,0.9,2,8,7,1,1.2,4.4,3.9,0,2.1,0,405,29,28,43,2.4,29,17,3,0,2,6,1001.471417,487.1537925,93.14399293,1238.584526,0,422.5276747,3893.88411,5000,22.11291857,491.4004357,0,0,0,0,0,0.105689765,13.85477162,0.863947229,0.972080922,0.192477876,0.279867257,0.011061947,0.017699115,5 Voldoende
192,Vossener-Zuid,Venlo,4628,0,0.1,2.6,3.7,0.9,1.9,2,7,1.1,1.2,4.1,3.9,0,2.8,0,325,16,46,38,2.5,14,3,1,0,0,1,574.7799197,0,0,1861.363175,226.8140271,1415.069552,1790.241066,5000,596.159373,773.7571962,0,0.069945355,0.012021858,0.090710383,0.796721311,0.108986667,0.038990337,0.067286453,1,0.297757848,0.143497758,0.022421525,0.031390135,6 Ruim voldoende
193,Klingerberg-Zuid,Venlo,5370,0,0.4,2.5,3.8,1.5,2.5,15,7,1.9,1.1,4.7,4,1,2.2,0.2,1180,35,23,42,2.3,23,19,3,1,1,8,261.9546328,0,75.01318254,1461.765054,203.5199377,1061.552712,2102.962905,5000,587.7362593,346.6009491,0,0,0.650434783,0,0.349565217,0.004449754,0.003286716,0.840019329,1,0.33045977,0.137931034,0.034482759,0.020114943,4 Zwak
194,Annakamp-Oost,Venlo,4527,0,3.7,1.9,2.8,0.9,1,15,7.3,2.2,0.5,3.8,3,0.5,1.9,4.9,555,40,28,32,2.1,14,16,3,0,1,5,206.0693112,0,77.60512451,909.1937426,217.1387258,492.8915014,2583.651366,5000,473.9056398,0,0,0.555555556,0.222222222,0.333333333,0,0.227875234,0.421855095,0.084013747,1,0.349127182,0.118869493,0.049044057,0.014131338,6 Ruim voldoende
195,Annakamp-West,Venlo,5193,0,1,2.3,3.2,0.8,1.4,7,7,1.8,0.5,3.8,3.4,0,2.6,0.4,315,26,34,40,2.4,16,13,3,0,0,6,94.33419355,0,106.4802498,1215.283653,141.7010159,330.2119565,2719.965408,5000,1130.536503,0,0,0.166666667,0.388888889,0.027777778,0.138888889,0.165729969,0.008681202,0.107860541,1,0.220916569,0.236192714,0.03760282,0.009400705,6 Ruim voldoende
196,Vossener-Centrum,Venlo,7508,0,0.4,2.4,3.5,0.7,1.8,11,7,1.1,1,4.1,3.7,0.2,2.9,0.6,510,28,26,46,2.5,18,25,4,0,2,12,1070.460575,0,86.84199022,349.9230968,60.73409666,494.9948593,3556.144102,5000,642.8382856,333.560295,0,0.003241491,0.82171799,0.004862237,0.021069692,0.11709112,0.013152865,0.028074215,1,0.291814947,0.195729537,0.035587189,0.014234875,5 Voldoende
198,Vastenavondkamp-Noord,Venlo,6356,0,1.4,1.6,2.9,1.2,1.8,19,7.3,3.3,0.4,3.8,3.1,1.7,2,1.1,1295,34,20,46,2.3,20,38,7,1,1,19,1149.85712,0,177.6854058,582.0536156,164.8399802,221.1129562,3802.496135,5000,362.0679216,0,0,0.038461538,0.769230769,0.115384615,0.028846154,0.087851046,0.687614268,0.093307991,1,0.562857143,0.12,0.02,0.017142857,3 Onvoldoende
199,Vastenavondkamp-Zuid,Venlo,5509,0,3.4,1.2,2.5,0.9,1.3,6,8.1,3.9,0.4,3.5,2.7,2,2.2,4.4,615,27,36,37,2.3,14,12,2,1,0,7,133.6428044,0,94.19286172,1253.922257,99.53139477,869.1336759,2232.507608,5000,604.0794353,0,0,0.118811881,0.059405941,0,0.00990099,0.465188864,0.506710629,0.062568225,1,0.299270073,0.208029197,0.02189781,0.018248175,6 Ruim voldoende
200,Molenbossen,Venlo,3335,4,4.2,1.9,2.7,1.2,0.9,18,7.7,2.4,0.5,3.6,2.9,0.2,0.5,6.3,610,65,30,5,1.4,19,13,2,0,0,7,1001.610505,0,57.33166447,2123.814904,104.752452,1658.818852,1388.490056,5000,347.6869113,762.7736921,0,0.036199095,0.058823529,0,0.868778281,0.129780724,2.011166795,0.149272362,1,0.955476402,0.00445236,0.042742654,0.00890472,5 Voldoende
201,Venkoelen,Venlo,64,4,0,4.6,4.6,3,4.3,7,0.6,0,1,6.5,4.4,0,0,0.4,105,21,48,31,2.3,16,1,-99999999,-99999999,-99999999,-99999999,1027.878827,0,79.82945905,2207.1372,177.6316904,1057.162044,1589.574982,5000,684.3450665,219.4820038,0,0.101123596,0.573033708,0,0.325842697,0.047000427,0.287422209,0.018247387,0.986910904,1,0,0,0,7 Goed
202,AZC,Venlo,13096,0,0,4,4,2.4,3.8,-99999999,1,0,0.7,5.9,3.9,0,0,0,0,-99999999,-99999999,-99999999,-99999999,16,83,0,0,0,0,467.3509513,0,144.5366741,655.2348878,143.9827209,222.7958847,2850.679351,5000,380.7000067,53.9765951,0,0.089494163,0.023346304,0.844357977,0.046692607,0.047000427,0.001707923,0.018247387,0.986910904,0.857142857,0,0,0,6 Ruim voldoende
203,Blerick-Centrum,Venlo,5054,12,9,0.8,1.8,1.2,0.5,7,9.7,3.6,0.3,2.8,2,2.2,1.9,12,1705,40,33,27,2,13,5,1,0,0,1,1348.427052,1581.664252,0,5000,0,477.3686206,552.4394124,5000,328.0831226,539.7610632,0,0,0,0,0,0.035537027,0.105364081,0.00485145,0.999038491,0.365535248,0.127937337,0.031331593,0.005221932,6 Ruim voldoende
204,gazenkamp,Venlo,5239,0,6.4,1.4,2.5,0.6,0.9,16,7.9,4.9,0.3,3.5,2.7,1.6,3,8.9,1535,45,27,27,1.9,18,16,4,0,1,6,1633.075634,661.6656516,0,5000,15.96712154,950.3438844,213.894095,5000,68.56029224,395.6965756,0,0,0.5,0.5,0,0.624643729,0.128821023,0.085775835,1,0.236111111,0.170138889,0.045138889,0.020833333,5 Voldoende
213,Kern Boekend,Venlo,863,0,1,3.5,4.8,2.5,0.3,3,4.7,0,2.6,5.7,5,0,0,0,205,21,36,44,2.6,9,1,-99999999,-99999999,-99999999,-99999999,518.8857355,0,139.6420211,1860.597231,244.8355613,722.9712611,2224.447403,5000,483.2507347,282.9991902,0,0.06169297,0.087517934,0.096126255,0.661406026,0.054524688,0.124398198,0.416342756,1,0.5,0.107843137,0.019607843,0.009803922,9 Uitstekend
214,Verspreide huizen Boekend,Venlo,35,0,0.5,3.8,5.1,2.7,1.1,-99999999,3.7,0,2.5,5.4,5.3,0,0,0,90,22,40,38,2.5,7,0,-99999999,-99999999,-99999999,-99999999,490.9828305,0,220.9336829,1622.441785,360.4068726,1120.944996,1924.279616,5000,884.8582383,352.5102163,0,0.45,0.269444444,0.091666667,0.105555556,0.094683637,1.139310685,0.04465066,0.992026548,1,0,0,0,8 Zeer goed
215,Horsterweg,Venlo,1083,0,1.1,0.8,2.6,2.5,1.9,5,7.9,0,1.5,3.6,2.8,0,0.1,0.1,220,18,39,43,2.5,15,5,2,0,0,3,5668.984057,41.9266824,0,1983.445083,82.80115699,5000,330.7324108,5000,80.63752129,3938.803348,0,0.5,0.166666667,0,0.333333333,0.042141353,0.082939234,0.015553996,1,0.510204082,0.102040816,0.040816327,0.020408163,7 Goed
217,Klingerberg-Noord,Venlo,2245,0,0.1,2.6,3.8,1.8,2.8,3,7,1.2,1.3,4.8,4,1,2,0,500,16,33,51,2.6,14,8,1,0,1,2,7092.19347,554.2056113,6.719623227,1354.606473,29.23695963,5000,1081.480173,5000,66.01948226,4883.906734,0,0,0,0,0,0.004567839,0.000786339,0.283284931,0.99827731,0.353846154,0.117948718,0.015384615,0.020512821,5 Voldoende
218,Kern Hout-Blerick,Venlo,2463,0,2.8,3.1,4,1.5,2.2,2,7,0.1,0.4,3.6,4.2,0,1.5,0,625,16,36,47,2.6,8,1,0,0,0,0,387.8264638,0,11.00966485,3053.911705,190.4530262,689.033947,2759.376212,5000,432.4087712,294.5671304,0,0.033519553,0.053072626,0.173184358,0.558659218,0.106884946,0.132233049,0.08475643,0.947091342,0.519083969,0.114503817,0.022900763,0.030534351,9 Uitstekend
219,Verspreide huizen Hout-Blerick,Venlo,109,6,1.6,3.8,4.6,2.3,2.6,7,4.3,0,1.1,4.4,4.8,0,0.5,0,120,11,44,44,2.9,5,1,-99999999,-99999999,-99999999,-99999999,103.435783,423.0328509,54.54862291,4425.649652,1.951946355,964.4091949,2273.222578,5000,58.05180084,428.5136325,0,0.866666667,0.066666667,0,0,0.023109072,0.049347686,0.276162257,1.000095965,1,0,0,0,9 Uitstekend
220,Meuleveld,Venlo,1734,4,1,2.8,3.6,1.8,1.9,3,7,0.1,0.9,4.1,3.9,0,0.1,0,335,16,63,21,2.2,12,2,0,0,0,1,3452.011971,299.8477388,166.4901749,5000,163.4147287,5000,309.3572997,5000,423.4783391,0,0,0,0.567567568,0.054054054,0.351351351,0,0.006828503,0.207757504,0.96371558,0.663636364,0.090909091,0.045454545,0,9 Uitstekend
221,'t Zand,Venlo,4906,0,0.6,2.6,2.6,1.7,1.8,18,3.3,2.2,0.3,3.8,1.7,1.1,1.9,1,1315,39,28,34,2.1,18,21,6,0,1,10,4616.31974,818.4944693,2.554642672,5000,0,5000,1294.017853,5000,722.1416363,894.5880561,0.01,0,0,0,0,0.487448638,0.019312748,0.023387274,0.997980739,0.120643432,0.155495979,0.018766756,0.010723861,6 Ruim voldoende
224,Vierpaardjes,Venlo,4312,0,5.2,1.4,1.4,4.3,2.1,16,4.3,1.8,0.3,2.9,2.3,1.4,1.3,2.5,370,41,31,27,2,17,11,2,0,1,4,5100.191784,0,239.2539238,2779.613696,254.5090354,5000,712.8924455,5000,395.3900643,3163.910658,0,0.146464646,0.5,0.111111111,0.136363636,0.047241619,0.077434768,0.263252876,0.96837307,0.204081633,0.078231293,0.027210884,0.006802721,6 Ruim voldoende
225,Hogekamp,Venlo,5992,0,14,0.6,0.6,3.4,1.1,10,7.1,1.6,0.2,2.7,1.3,2.7,2.9,15.3,1115,37,33,30,2.1,15,4,0,0,0,1,6624.842287,254.4794382,264.2503031,2985.545527,2.539456792,5000,1088.189068,5000,279.0732362,3513.035823,0.01,0.181818182,0,0.818181818,0,0.021384194,0.070822118,0.014137938,0.985330388,0.296836983,0.250608273,0.02676399,0.01459854,8 Zeer goed
226,Stalberg-Noord,Venlo,58,0,0.9,2.1,2.1,4.1,2.4,-99999999,3.4,0.7,1,4.1,2.4,0.3,0.7,0.3,50,35,39,26,2.2,19,11,2,5,0,0,1823.087131,0,43.78650078,5000,141.6159848,2150.89465,223.6285444,5000,173.0152259,1458.399459,0,0.100671141,0.22147651,0.120805369,0.446308725,0.075639943,0.041845855,0.251775971,1,1,0,0.055555556,0,8 Zeer goed
227,Craneveld,Venlo,5283,1,10.5,1.8,1.8,2.4,1.1,11,5.2,2.9,0.4,3.1,1.1,3.8,4.4,13.5,945,47,31,22,1.8,14,8,1,0,0,3,1973.50808,0,108.1357326,5000,49.30364142,317.1937367,139.617468,5000,181.5345609,523.7962871,0.01,0.081081081,0.513513514,0.108108108,0.108108108,0.168645193,0.123067571,0.048020284,0.998641952,0.385569335,0.082299887,0.042841037,0.040586246,7 Goed
228,Withuis,Venlo,6367,0,4.7,2.1,2.1,2.1,1.5,12,4.1,2.8,0.3,3.6,1.5,4.3,3.4,1.8,1450,50,28,23,1.8,15,13,4,0,0,5,3400.884315,532.8754534,0,5000,47.70501062,2415.128314,1308.623054,5000,102.0548152,2455.133589,0.01,0,0,0,0,0.289284333,0.144533873,0.095357606,0.998948005,0.20754717,0.188679245,0.04851752,0.013477089,6 Ruim voldoende
229,Groenstraat-Noord,Venlo,5985,0,0.6,2,2,3.6,2,5,3.1,1,0.6,3.9,2.1,0.8,1.7,0,280,30,40,30,2.2,10,1,-99999999,-99999999,-99999999,-99999999,2940.221911,0,94.01006283,5000,51.93864224,4765.215475,266.2470256,5000,135.047544,282.9094544,0,0.082758621,0.627586207,0.110344828,0.179310345,0.006729852,0.226114944,0.010907648,0.999257515,0.39261745,0.224832215,0.100671141,0.003355705,9 Uitstekend
230,Groenstraat-Zuid,Venlo,6504,0,1,1.6,1.6,3.8,1.9,3,3.9,1,0.6,3.7,1.9,2,2,0.9,180,21,33,46,2.6,7,0,-99999999,-99999999,-99999999,-99999999,1916.552694,0,131.4338038,5000,164.6454998,2096.84305,115.635479,5000,242.9888113,1565.779421,0,0.176691729,0.241854637,0.160401003,0.338345865,0.01171846,0.105685442,0.004237314,0.979761226,0.479632063,0.17739816,0.02890933,0.019710907,9 Uitstekend
231,Stalberg-West,Venlo,4952,0,2.4,1.2,1.2,3.5,1.5,6,5,1.5,0.3,3.3,1.5,2.6,3.8,2.9,590,41,29,30,2,13,3,0,0,0,1,2287.603998,0,1.073116677,5000,27.0001194,1916.040419,299.4223491,5000,247.1577742,1985.328165,0,0,0.878504673,0.004672897,0.056074766,0.013588435,0.406420889,0.002563292,0.999445792,0.204142012,0.106508876,0.059171598,0.026627219,7 Goed
232,Groeneveld,Venlo,6246,0,5.7,1.1,1.1,3.9,1.7,6,5.4,1.6,0.5,3.1,1.9,2.4,2.2,4.5,880,34,30,36,2.2,12,4,1,0,0,2,2690.755965,0,92.58432187,5000,0,3249.896491,316.0438255,5000,236.1093471,1739.144534,0,0.057692308,0.615384615,0.038461538,0.173076923,0.014710304,0.034962926,0.008771869,0.996640933,0.409883721,0.25,0.01744186,0.014534884,8 Zeer goed
233,Onderste en Bovenste Molen,Venlo,104,5,1.2,1.9,1.9,4,2.6,-99999999,3.4,0,1.2,2,2.8,0,0.5,0,45,20,37,43,2.6,17,2,-99999999,-99999999,-99999999,-99999999,3606.363492,0,46.2741798,5000,345.824208,3137.132301,1303.262976,5000,6.470708227,2353.581046,0.01,0.555555556,0.222222222,0.222222222,0,0.047543356,0.042719547,0,0.943846611,0.882352941,0,0,0.029411765,9 Uitstekend
234,Krekelveld,Venlo,4351,0,4.1,1.4,1.4,3.4,1.6,25,7.5,2.2,0.8,1.6,1.6,0,1.5,0.9,125,36,31,33,2,16,9,2,1,0,4,1185.37486,0,17.46206463,4555.173286,143.2477921,732.4883452,534.3868432,5000,796.8841215,1197.247096,0,0,0.991847826,0,0.008152174,0.042815297,0.082140487,0.049578292,0.999816522,0.220472441,0.258858268,0.033464567,0,6 Ruim voldoende
235,De Tichelarij,Venlo,3523,0,2.3,2,2,2.9,1.8,4,3.4,1.3,0.9,3.9,1.9,3.5,3,0.2,600,32,39,29,2.1,10,1,0,0,0,0,1511.940255,0,9.543853395,4534.379524,47.65457163,327.0995358,146.0003945,5000,390.0988185,1546.394095,0.01,0,0.982300885,0,0.004424779,0.096452256,0.246934861,0.11128685,0.9975,0.265,0.19,0.005,0.025,8 Zeer goed
236,Rijnbeek,Venlo,3717,0,2.3,1.6,1.6,3.3,1.6,6,4.2,1.6,0.4,3.6,1.7,2.7,3.2,1.6,915,50,31,19,1.8,15,6,1,0,0,3,1750.056118,0,39.66776037,4074.876594,13.86754168,237.9479616,460.075837,5000,583.8389553,1757.46929,0,0,0.977578475,0,0.022421525,0.000403103,0.272816148,0.004409616,0.99918711,0.629464286,0.047619048,0.019345238,0.025297619,7 Goed
237,Arenborg,Venlo,231,0,0.9,3.1,3.1,2.8,2.8,4,2.2,0,1.5,4.9,2.9,0.2,0.2,0.3,115,19,41,40,2.5,11,0,-99999999,-99999999,-99999999,-99999999,842.4018106,0,0,5000,181.1779282,404.8489279,741.3416847,5000,471.054537,869.6116133,0.02,0,0.143678161,0.00862069,0.031609195,0.343428012,0.380195412,1.368285476,0.981646717,1,0,0,0,9 Uitstekend
238,Herungerberg,Venlo,466,0,0.2,3.5,3.5,3.6,3.3,3,1.5,0.7,0.8,5.4,3.4,0,0,0,215,17,53,30,2.3,14,3,0,0,0,0,1434.90124,0,66.92303195,3659.816735,86.47965855,408.7554814,1246.64542,5000,1258.96811,1180.695511,0,0.073150457,0.817955112,0.081463009,0,0.02666254,0.023784864,0.107201776,1,0.911111111,0,0.022222222,0.022222222,9 Uitstekend
239,Veegtes,Venlo,141,0,1.1,3.3,3.3,1.2,2.7,-99999999,2.6,1.5,0.5,4.8,2.7,0.9,0.7,1.2,65,39,40,21,1.9,17,1,-99999999,-99999999,-99999999,-99999999,1759.077309,0,57.38374338,3652.404353,53.36732094,152.5514493,933.2079332,5000,899.5673761,1438.44538,0,0,0.971797885,0,0.014101058,0.226969261,0.359289505,0.763619426,0.992537313,0.268656716,0.223880597,0,0.014925373,6 Ruim voldoende
241,Grote Hei,Venlo,40,0,0.2,2.7,2.7,5.5,3.3,-99999999,2.2,0.2,0.8,4.2,3.6,0.6,0.3,1,50,24,53,24,2.3,15,1,-99999999,-99999999,-99999999,-99999999,1507.836698,0,19.65452712,4316.055153,89.44849611,463.9271969,412.7827041,5000,585.6963916,1516.47294,0,0,0.928825623,0,0.056939502,0.001694996,0.205772462,0.126377797,1,1,0,0,0,7 Goed
243,Auxillatrix,Venlo,248,0,0,3.3,3.3,4.7,3.9,-99999999,2,0,1.5,3.7,4.2,0.1,0,1.1,20,39,39,22,1.9,14,3,-99999999,-99999999,-99999999,-99999999,206.1403623,0,68.16413585,4770.325595,91.44605058,1710.2031,1753.464078,5000,1533.377358,201.8603863,0,0.271604938,0.222222222,0.403292181,0.098765432,0.011818276,0.173924841,0.056574775,0.973908434,0.923076923,0.010989011,0.010989011,0.032967033,6 Ruim voldoende
244,Kern 't Ven,Venlo,1942,0,1.1,3.1,3.1,1.7,2.5,6,2.1,0.8,1,4.7,2.6,1.2,1.1,1,515,21,35,44,2.5,10,2,0,0,0,0,351.0252011,0,59.55556653,5000,102.4575443,1150.243329,1265.634281,5000,1018.417848,376.218959,0,0,0.997142857,0,0,0.157666624,0.166191198,9.20000638,1.034765013,0.358024691,0.189300412,0.016460905,0,8 Zeer goed
245,Casinoflat,Venlo,8504,0,2,1.9,1.9,4.7,2.5,15,4,2,0.6,3.5,2.7,1,2,1,115,68,27,5,1.3,16,2,-99999999,-99999999,-99999999,-99999999,577.5763878,0,32.91640555,4747.238489,11.52680681,1339.224122,1223.085307,5000,1398.269153,584.7683836,0.02,0,0.897810219,0.098540146,0.003649635,0.179622829,0.345743913,0.005853573,0.954240548,0.175438596,0.078947368,0.022807018,0,6 Ruim voldoende
