,BU_NAAM,GM_NAAM,BEV_DICHTH,OPP_WATER,AV1_CAFE,AF_TREINST,AF_OVERST,AF_ZWEMB,AF_BIBLIO,P_SOCMINH,AV3_ARTSPR,AV1_SUPERM,AF_DAGLMD,AF_ZIEK_I,AF_POP,AV1_KDV,AV1_ONDBAS,AV1_RESTAU,AANTAL_HH,P_EENP_HH,P_HH_Z_K,P_HH_M_K,GEM_HH_GR,P_WEST_AL,P_N_W_AL,P_MAROKKO,P_ANT_ARU,P_SURINAM,P_TURKIJE,rail,residentials,parcs,recreational,forest,motor,road,water,agric,industrie,monu_dens,houses_before45,houses60_81,houses45_60,houses_after91,dom45_60,dom60_70,dom80_85,dom1900,ratiofree,ratiorow,ratioindustrie,ratiomeeting,score
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2779.078209,0,79.44197244,1504.851797,12.04389614,3307.682416,1500.933023,5000,742.7684318,1363.58836,,0.023529412,0.670588235,0.029411765,0.158823529,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2275.928549,0,65.00175998,254.3728696,204.7295412,2447.418081,960.644521,5000,528.3214877,713.4439395,,0,0.504792332,0.408945687,0.079872204,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.9806999,0,58.66506178,638.696084,368.3454308,460.4108907,1062.926742,5000,366.0627811,292.5437316,,0.046961326,0.20441989,0.690607735,0.05801105,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599.165516,80.86858743,0,389.081848,27.24260405,819.4508917,613.9621457,5000,610.8791875,20.71743493,,0,0.7,0,0.05,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3324.489429,240.9712225,118.7868494,1299.873259,0,3509.717937,478.468044,5000,43.53478163,403.5110567,,0,0,0,0.916666667,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3274.091974,0,17.86739062,1793.098754,147.2012999,3748.478324,1152.472384,5000,696.1675614,1366.582388,,0.03180212,0.93639576,0.010600707,0.003533569,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2457.983366,0,131.2051064,288.5612536,230.7510944,2477.457734,237.853646,5000,387.7073776,467.4070306,,0.414772727,0.045454545,0.289772727,0.1875,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1624.274727,0,39.99256102,544.038092,419.1222147,1641.169386,948.0530955,5000,763.6673927,956.4986018,,0.186046512,0.492248062,0.110465116,0.054263566,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2101.678081,0,118.853463,472.1633399,207.2804939,2153.912371,437.8239557,5000,472.1501389,760.0213976,,0.096273292,0.49068323,0.347826087,0.065217391,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,827.0353083,0,54.08253038,554.0045514,237.4276841,874.1639267,1472.517646,5000,836.2393301,647.9331484,,0.04516129,0.377419355,0.383870968,0.174193548,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4269.879961,475.8265924,183.0156587,5000,0,891.0892907,576.5546924,5000,426.7707901,37.97953282,,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1296.947902,0,21.22210634,169.583005,68.47446831,1346.675312,403.8596959,5000,1141.313174,961.1373323,,0,0.632653061,0.044897959,0.032653061,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.6997686,0,135.6713219,921.0787978,144.5130202,592.5432583,503.6489071,5000,405.0888004,1202.263604,,0.376923077,0.384615385,0.2,0.030769231,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2097.069242,0,16.233612,93.161868,202.4948559,2148.514277,181.9064157,5000,487.1361806,159.3555365,,0.087649402,0.258964143,0.653386454,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.4598882,0,200.8186524,771.2977834,208.2815852,2456.860191,1149.381376,5000,895.5800493,799.3554806,,0.267605634,0.429577465,0.051643192,0.115023474,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.2183134,0,134.1324627,1004.246428,178.3440533,2181.645853,1172.619748,5000,889.0483165,989.1817269,,0.281833616,0.033955857,0.050933786,0.314091681,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.638716,0,5.717001,381.4760343,38.60344892,3534.473027,335.5676808,5000,34.22850858,1506.322793,,0.381818182,0.24,0.272727273,0.050909091,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,990.7026179,0,77.90659251,219.4387261,57.66655287,2949.46772,658.3385285,5000,378.5635853,1193.753245,,0.271317829,0.209302326,0.031007752,0.488372093,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.6184555,0,42.44805107,757.1440182,32.64129142,1782.19856,321.788897,5000,749.62681,392.2809609,,0,0.126068376,0,0.002136752,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.3993038,199.3845918,137.6514249,906.2300632,108.1820113,1245.69088,891.422029,5000,188.8908483,307.6519806,,0,0.630434783,0,0.304347826,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689.2631922,0,148.4038091,1068.698192,226.0389693,2268.372355,422.4450701,5000,577.828861,633.372584,,0.393270822,0.15885273,0.101489244,0.335355764,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,784.9686431,0,123.8240555,796.4194989,139.472715,2459.950482,562.8775157,5000,364.6543482,883.1592795,,0.126623377,0.230519481,0.350649351,0.288961039,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1439.231767,0,125.1378822,508.3288319,187.8997542,1956.598325,773.1731779,5000,373.9062805,533.7755551,,0,0.002212389,0,0.048672566,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1166.532258,0,154.2667639,813.304311,137.8808993,2355.337005,430.4350757,5000,234.7863325,218.3809537,,0.458333333,0.488636364,0,0.053030303,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1458.15253,0,84.36358513,1078.575477,55.33711659,2650.840894,597.6258734,5000,85.21712161,520.6891303,,0.210526316,0.609022556,0.120300752,0.060150376,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.7611971,0,19.8790704,128.5986273,173.2779047,1481.182753,333.9134032,5000,668.0530421,345.6937054,,0,0,0,0.759036145,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993.156614,0,41.28193617,629.5770093,248.2956369,2378.257098,1335.807541,5000,687.3548191,893.5168871,,0.023869347,0.100502513,0.108040201,0.728643216,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2394.457486,0,138.3115167,1891.728525,261.1138131,3428.42049,1185.820013,5000,832.0962633,1401.761273,,0.512626263,0.169191919,0.363636364,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952.864912,0,111.6092686,1232.906069,90.57998532,2719.631493,1230.968844,5000,669.9947816,892.1137858,,0.288321168,0.5,0.145985401,0.065693431,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4835.149242,0,126.6227569,1550.910523,28.2234426,5000,504.3249478,5000,1155.18404,1443.584155,,0.153924051,0.238987342,0.24556962,0.298227848,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4355.461379,0,121.9146733,1975.318496,153.3864203,4555.920858,154.2222534,5000,764.1528843,1150.106335,,0.271936759,0.075889328,0.452173913,0.012648221,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5187.299032,21.074535,0,1152.699884,2.884351312,5000,177.9094819,5000,1599.270837,964.1375579,,0.01322199,0.235212248,0.458594294,0.209464161,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4839.145623,0,9.798972689,1496.578898,144.3963553,5000,244.6254171,5000,1243.337275,1206.854714,,0.008955224,0.131343284,0.259701493,0.552238806,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5501.559266,0,19.31193058,829.4474822,417.5151567,5000,466.7115766,5000,1104.910002,792.4799639,,0.167632635,0.148907713,0.049041462,0.339277753,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5315.028772,0,156.2980697,1112.696996,171.2096039,5000,425.1943083,5000,1368.925345,1091.371172,,0.148066569,0.467694567,0.075134606,0.220998532,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5459.769481,0,38.99254246,1083.742062,22.01696241,5000,131.4275182,5000,1593.973329,1049.64578,,0.071934605,0.271934605,0.522070845,0.1373297,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4626.27511,0,56.75552738,1645.302904,0,4759.322108,498.9502601,5000,801.8309019,1211.785614,,0.009873061,0.019746121,0.90832158,0.019746121,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4306.747001,592.8319862,3.106932961,1688.323009,42.46087839,5000,579.8830911,5000,1606.390597,489.3716453,,0,0,0,1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4445.293405,342.9227783,95.65113075,1560.327918,0,5000,783.0263595,5000,1567.172634,643.9325052,,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5792.017308,0,185.806794,679.6919493,420.0790871,5000,176.4487983,5000,1102.501865,708.4341035,,0.26009126,0.042120042,0.025623026,0.368199368,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5133.96564,0,98.64091669,1182.741607,168.9406191,5000,695.1070058,5000,1096.370663,1123.46322,,0.085583524,0.342791762,0.214645309,0.237528604,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3874.85164,0,98.51786121,2056.589046,34.8623227,4191.868647,507.8579611,5000,476.7711347,1217.45381,,0.068027211,0.074829932,0.714285714,0.142857143,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4091.381289,0,4.064265266,2015.813144,248.8241758,4403.415002,396.4760968,5000,636.3535817,1335.143148,,0.556291391,0.033112583,0.533112583,0.009933775,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4493.491671,0,124.1053063,1546.540921,182.3490372,4879.585731,464.1955644,5000,1146.677094,838.6600394,,0.126760563,0.427230047,0.338028169,0.150234742,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4888.717601,129.6564609,0,1201.163046,111.5511302,5000,201.0536112,5000,1419.52458,713.6975084,,0.223776224,0.083916084,0.230769231,0.188811189,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4946.563744,0,100.2244182,5000,100.5454713,2611.27225,1129.207845,5000,588.789259,387.7433287,,0.029850746,0.711442786,0.07960199,0.044776119,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6039.269936,658.2878819,0,5000,205.161567,5000,911.343443,5000,95.11078043,2235.253527,,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4041.027141,0,62.59975019,5000,90.11349182,981.1490708,1504.579913,5000,540.8994152,274.0299159,,0.049382716,0.62962963,0.24691358,0.012345679,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5220.814103,854.9940595,128.9701971,5000,0,463.5309752,1647.22166,5000,396.5081998,538.9600913,,0,0,0,0.045112782,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8422.896895,64.12939974,20.00877464,5000,105.813194,4205.24679,267.8606625,5000,0,3032.021438,,0,0,0,0.913043478,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4787.052383,0,118.1190246,5000,117.7053973,4001.457986,603.2346437,5000,385.8389394,1510.077717,,0.415540541,0.054054054,0.141891892,0.168918919,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5400.561399,0,126.0902537,5000,83.09194607,4135.921646,7.983630445,5000,67.53407335,1550.227421,,0.105263158,0.223684211,0.092105263,0.578947368,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4816.709605,0,248.1282031,5000,243.3869335,3409.666537,693.556908,5000,548.4328468,979.915631,,0.3183391,0.266435986,0.301038062,0.089965398,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5878.61169,0,47.54242602,5000,204.5123534,3768.984943,231.2203764,5000,254.8462333,1250.263926,,0,0.315436242,0.040268456,0.214765101,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6849.6444,351.0426092,0,5000,389.5710726,4796.609609,1193.369259,5000,13.65629008,2515.841871,,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6764.269217,316.3445602,31.32564894,5000,0,1744.004613,1882.462263,5000,321.4862463,1519.205084,,0,0.666666667,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8592.675661,0,26.93790277,5000,325.6526676,4157.282504,181.2028189,5000,150.1282481,3149.064344,,0,0.296774194,0.206451613,0.419354839,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4356.115575,0,53.43021474,1879.497293,97.28271534,4467.953309,185.2998855,5000,624.5500873,915.3123865,,0,0,0,0.27739726,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4725.983378,0,23.46340182,5000,176.271751,5000,346.4566748,5000,339.2276752,582.4405722,,0,0.761904762,0,0.047619048,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4063.849265,84.8073712,0,5000,11.73716498,4818.586241,488.6638571,5000,230.773879,0,,0.043478261,0.391304348,0.130434783,0.391304348,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4895.130025,153.2570643,18.75555348,5000,11.56595997,5000,285.6280783,5000,99.13788968,467.8222279,,0,1,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6043.575224,0,151.1111929,322.9474489,253.8510289,5000,234.7470371,5000,755.2923239,378.7605734,,0.392776524,0.063205418,0.0248307,0.225733634,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5607.905333,0,49.86995316,639.6977725,155.7298186,5000,905.0474804,5000,469.0693162,535.5671625,,0,0.974358974,0.006410256,0.019230769,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5493.795292,6.836250239,0,739.8217324,176.0655608,5000,701.2528688,5000,828.0378323,663.0644186,,0.107003891,0.778210117,0.110894942,0.003891051,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5164.733526,6.168195846,0,1117.241379,26.02764722,5000,621.224433,5000,498.0443455,1000.897943,,0,0.94965035,0,0.05034965,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3811.185908,0,197.8511226,1565.68255,390.2311603,3829.413554,722.7923323,5000,129.1307461,826.3953167,,0,0.022222222,0.007407407,0.97037037,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3305.257994,0,100.3759256,1062.444345,254.8631618,3323.561373,544.8620982,5000,165.3592773,559.7025638,,0.196721311,0.021077283,0.690866511,0.056206089,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6281.213605,213.5373342,114.6121756,78.8977961,172.8322111,5000,353.5784046,5000,199.8337581,0,,0,0.544041451,0,0.310880829,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5951.558161,0,22.65078867,277.3054028,55.23147147,5000,632.4162798,5000,349.6954855,140.3753713,,0,0.965870307,0,0.034129693,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4176.091264,0,105.9426414,1975.967869,85.96454404,4209.375809,274.4936863,5000,218.0762002,867.3766385,,0.205882353,0.328431373,0.068627451,0.053921569,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3913.28998,0,134.5643396,1838.041637,149.7275082,3985.03243,350.7919408,5000,590.5166704,484.3369653,,0.019920319,0.820717131,0.015936255,0.083665339,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3420.685498,0,57.51560365,1306.040566,106.294563,3470.720823,230.5083627,5000,583.4551187,239.2140926,,0.392405063,0.313924051,0,0.293670886,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.279292,0,0.790076717,667.1120002,237.0833106,2744.881307,36.32225354,5000,828.6745073,243.4740264,,0,0,0,1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5096.661242,80.4943067,0,5000,18.56820314,5000,214.9227078,5000,138.0776893,2804.963713,,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5974.755612,55.11750746,0,5000,122.0718472,5000,439.1549298,5000,68.71232523,3312.942872,,0.074074074,0.37037037,0.444444444,0.111111111,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7875.916897,10.06909766,0.451272619,5000,18.20011886,5000,2412.243418,5000,82.57591325,4959.525755,,0,0.333333333,0.333333333,0.333333333,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7763.264146,2835.287392,0,1123.417159,3.112501121,5000,1817.267222,5000,21.23681044,5000,,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6144.916529,920.9441135,154.2563343,1149.544826,10.08230523,5000,1704.086601,5000,340.6147092,44.44822707,,0,0,0,1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5419.681365,906.916257,1.317667079,607.3449803,101.2147271,5000,776.130241,5000,1071.917796,0,,0,0.042553191,0,0.14893617,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6277.105564,385.3860762,141.4328115,502.222295,0,5000,775.5330237,5000,1058.536952,385.561013,,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5394.849618,0,9.92615501,634.4756193,28.30279764,5000,98.84049238,5000,1840.359451,232.6074281,,0.221649485,0.427835052,0.007731959,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5759.559957,0,62.38701821,822.1827664,190.9241093,5000,175.336593,5000,1560.173304,932.5851771,,0.197771588,0.267409471,0.417827298,0.08913649,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5387.902278,0,202.2387419,746.9053242,175.0302667,5000,160.5936797,5000,1882.611722,513.2051095,,0.866341463,0.089756098,0.030243902,0.007804878,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6717.059731,589.7293521,204.638233,852.5831629,84.15156418,5000,1175.815671,5000,465.9205572,0,,0.171428571,0.442857143,0,0.371428571,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4976.621058,30.20291915,0,1306.992867,37.86145469,5000,424.5779165,5000,506.3359305,1167.636348,,0,1,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6682.877317,92.15408863,0,329.897733,111.4585274,5000,315.8086751,5000,545.5097979,0,,0.020905923,0.613240418,0,0.365853659,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6379.805792,0,0.164441527,173.7544916,74.31952161,5000,99.59302044,5000,666.877914,128.2493521,,0.151554404,0.67746114,0.120466321,0.034974093,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6349.364026,0,53.12822885,429.6486458,115.2885592,5000,248.8233825,5000,887.4469267,297.140957,,0.123393316,0.583547558,0.185089974,0.030848329,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5125.94396,0,7.442578584,1094.103831,215.7657928,5000,711.5377195,5000,751.0626994,1004.329254,,0.077331563,0.790574179,0.009293063,0.014603385,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4942.198682,0,207.3924822,1279.993268,235.4862056,5000,627.6572713,5000,686.826083,1195.683307,,0.263649779,0.225282833,0.273979341,0.093949828,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4665.402996,0,75.62289681,1557.664405,108.5213079,4721.777726,279.7118732,5000,332.4752103,1234.232375,,0.248407643,0.391719745,0.097133758,0.275477707,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5942.742904,36.67230334,61.83641702,342.6110344,21.78817462,5000,693.3775595,5000,143.5047587,43.16896986,,0,0.654450262,0,0.335078534,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1619.744172,655.6475106,6.073946789,5000,6.307461896,496.1132698,3981.445473,5000,0,1314.265855,,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1657.964521,0,102.4591956,5000,164.55468,1734.93021,2045.037724,5000,193.7065439,784.601366,,0.431818182,0.068181818,0.113636364,0.386363636,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.2737886,0,0,5000,7.640698816,563.0927435,3183.522832,5000,16.51088073,1688.5472,,0.4,0.3,0.2,0.1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2470.486467,141.4914152,2.66148444,5000,153.1195403,2508.390026,1941.365816,5000,88.08052126,1069.280851,,0.25,0.25,0.5,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998.187678,269.9698573,0,2419.746847,380.4118248,430.8534515,5000,5000,523.2558443,1284.269703,,0,0,0,1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541.2741964,0,0,5000,161.3391708,1872.877085,2088.029167,5000,317.5047175,575.111318,,0,0.055555556,0.722222222,0.185185185,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568.3347634,0,64.96804565,5000,58.58979053,810.2578386,2980.106657,5000,444.298145,227.1602766,,0.105263158,0.131578947,0.078947368,0.223684211,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1187.878839,727.2540382,37.82795847,5000,322.4210159,83.8636997,3949.081181,5000,0,890.095415,,0,0,1,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1937.666581,0,74.40611765,1703.522187,132.8343613,562.2198023,5000,5000,170.9117531,1374.940525,,0.3,0.533333333,0.133333333,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2536.008925,0,101.5026853,2566.020098,96.93505227,2305.126612,3723.966443,5000,124.3858345,363.6748802,,0.113636364,0.318181818,0.090909091,0.227272727,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2829.765877,0,41.87127916,2164.387413,116.1158728,2113.852481,4150.20326,5000,114.7120353,503.3989298,,0.357142857,0.357142857,0.214285714,0.071428571,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2754.878004,0,53.92852699,2245.748448,77.45050187,1556.786757,4576.410598,5000,37.55975275,425.1253758,,0.5,0.25,0.125,0.125,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3804.6297,360.3033207,5.665032258,1763.036981,14.88142741,5000,1544.078733,5000,858.9148591,775.4806181,,0,0,0,1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.233907,0,52.58903711,334.815267,105.4740761,663.9087518,5000,5000,690.3941544,657.7122386,,0.235294118,0.117647059,0.343137255,0.215686275,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1239.35281,0,57.96262122,1640.029386,363.8719028,375.5343855,4342.321378,5000,307.9969458,498.1701316,,0.111111111,0.481481481,0.222222222,0.166666667,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,686.2934785,56.21559147,0,1957.61943,75.83307229,654.4822109,3872.969922,5000,393.509882,1247.145244,,0.2,0.233333333,0,0.133333333,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5479.402903,878.1257847,87.83681936,5000,2.104093323,5000,1907.467232,5000,86.68673814,1531.205238,,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5644.417912,0,58.08901596,5000,8.144463927,5000,270.4732939,5000,487.746956,1712.902681,,0,0.834951456,0.067961165,0.038834951,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5453.585695,0,94.43524745,5000,81.10276058,5000,471.6514138,5000,14.30019844,947.3392063,,0.45,0.15,0.35,0.05,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7532.019764,791.3982534,0,5000,27.58253346,5000,1342.122844,5000,15.21088247,3084.706556,,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2699.257269,0,70.72338322,5000,175.9743917,4072.136853,949.0205874,5000,180.1939976,1005.399982,,0.307692308,0.153846154,0.230769231,0.230769231,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3022.067502,0,24.58554866,5000,67.94257263,3893.317442,1325.96734,5000,0,2394.155884,,0.428571429,0.285714286,0.071428571,0.214285714,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4449.096178,207.9000687,171.118153,5000,123.4538795,5000,319.8859439,5000,0,1704.89826,,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4114.05067,0,185.1893349,5000,98.32193542,5000,364.6659091,5000,401.8057516,600.462713,,0,0.526785714,0.392857143,0.0625,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3666.501404,0,49.25656425,5000,61.76808623,3915.443779,382.6607403,5000,391.9671072,2823.367228,,0.048387097,0.290322581,0.290322581,0.35483871,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3829.283825,93.2560732,71.10364978,5000,61.26277044,5000,185.7348558,5000,0,1281.335594,,0,0.5,0.5,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5058.2875,595.2887875,0,5000,31.93074544,4453.033846,1440.910313,5000,163.4295708,2109.409309,,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4645.608172,657.5892891,255.2206441,5000,59.57264765,3051.636679,1366.896847,5000,108.58508,2207.709063,,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9796.632554,0,102.486277,5000,241.1043175,3057.870431,5000,5000,48.90419853,5000,,0.046511628,0.441860465,0.441860465,0.069767442,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8322.718574,165.4162456,79.80210642,5000,196.2040916,3490.655145,4683.207405,5000,0,4398.466028,,0.666666667,0,0.333333333,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8041.931003,558.1616663,68.94940992,5000,345.405412,1133.067983,4701.872486,5000,3.571183142,3792.492776,,0,0,0,1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.06397239,0,13.94883045,1675.042032,33.94385918,4010.862176,601.8783561,5000,210.667875,616.9792803,,0.451851852,0.051851852,0.459259259,0.02962963,,,,,,,,,
